Taxon_Name_Neotoma,Ondrej_ID,Taxon_ID,Higher_Taxon1_Neotoma,Higher_Taxon2_Neotoma,taxon_name,NsitesInNA,Notes,...9,...10
Rosaceae (trees),1225,NA,NA,NA,Rosaceae undiff.,NA,NA,NA,NA
Rosaceae cf. Adenostoma,NA,1251,Rosaceae,Rosales,Rosaceae undiff.,NA,NA,NA,NA
Rosaceae cf. Holodiscus,NA,2235,Rosaceae,Rosales,Rosaceae undiff.,NA,NA,NA,NA
Rosaceae cf. Prunus serotina,NA,718,Rosaceae,Rosales,Rosaceae undiff.,NA,NA,NA,NA
Rosaceae undiff.,NA,355,Rosaceae,Rosales,Rosaceae undiff.,NA,NA,NA,NA
Rosaceae/Anacardiaceae/Rhamnaceae,NA,3181,Rosidae,Pentapetalae,skip,NA,NA,NA,NA
Rosaceae/Quercus undiff.,1231,NA,NA,NA,skip,NA,NA,NA,NA
Rubiaceae,NA,733,Gentianales,Lamiidae,Rubiaceae undiff.,NA,NA,NA,NA
Rubiaceae (pentacolpate),NA,18479,Rubiaceae,Gentianales,Rubiaceae undiff.,NA,NA,NA,NA
Rubiaceae undiff.,NA,266,Rubiaceae,Gentianales,Rubiaceae undiff.,NA,NA,NA,NA
Rubus,NA,267,Rosaceae,Rosales,Rubus,99,NA,NA,NA
Rubus-type,NA,1419,Rosaceae,Rosales,Rubus,NA,NA,NA,NA
Rubus-type undiff.,NA,3637,Rubus-type,Rosaceae,Rubus,NA,NA,NA,NA
Rubus arcticus,NA,1171,Rubus,Rosaceae,Rubus,NA,NA,NA,NA
Rubus cf. R. chamaemorus,NA,840,Rubus,Rosaceae,Rubus,NA,NA,NA,NA
Rubus chamaemorus,NA,734,Rubus,Rosaceae,Rubus,NA,NA,NA,NA
Rubus chamaemorus-type,NA,3486,Rubus-type,Rosaceae,Rubus,NA,NA,NA,NA
Rugubivesiculites,NA,1450,Pan-Coniferae incertae sedis,Pan-Coniferae,skip,NA,NA,NA,NA
Rumex,NA,268,Rumex/Oxyria,Polygonaceae,Rumex/Oxyria,NA,NA,NA,NA
Rumex-type,NA,735,Rumex/Oxyria,Polygonaceae,Rumex/Oxyria,NA,NA,NA,NA
Rumex-type undiff.,NA,1227,Rumex-type,Rumex/Oxyria,Rumex/Oxyria,NA,NA,NA,NA
Rumex acetosa-type,NA,736,Rumex acetosa/R. acetosella-type,Rumex subg. Acetosa/R. subg. Acetosella,Rumex/Oxyria,NA,NA,NA,NA
Rumex acetosa/R. acetosella,NA,NA,NA,NA,Rumex/Oxyria,NA,NA,NA,NA
Rumex acetosella,NA,3172,Rumex subg. Acetosella,Rumex subg. Acetosa/R. subg. Acetosella,Rumex/Oxyria,NA,NA,NA,NA
Rumex acetosella-type,NA,1532,Rumex acetosa/R. acetosella-type,Rumex subg. Acetosa/R. subg. Acetosella,Rumex/Oxyria,NA,NA,NA,NA
Rumex cf. R. salicifolius,NA,1453,Rumex subg. Rumex,Rumex,Rumex/Oxyria,NA,NA,NA,NA
Rumex mexicanus,NA,3173,Rumex subg. Rumex,Rumex,Rumex/Oxyria,NA,NA,NA,NA
Rumex undiff.,NA,904,Rumex,Rumex/Oxyria,Rumex/Oxyria,NA,NA,NA,NA
Rumex/Oxyria,NA,9504,Polygonaceae,Caryophyllales,Rumex/Oxyria,NA,NA,NA,NA
Rumex/Oxyria digyna,NA,536,Rumex/Oxyria,Polygonaceae,Rumex/Oxyria,NA,NA,NA,NA
Rumex/Oxyria digyna undiff.,NA,1209,Rumex/Oxyria digyna,Rumex/Oxyria,Rumex/Oxyria,NA,NA,NA,NA
Rutaceae,NA,390,Sapindales,Malvidae,Rutaceae undiff.,NA,NA,NA,NA
Rutaceae undiff.,NA,1220,Rutaceae,Sapindales,Rutaceae undiff.,NA,NA,NA,NA
Sabal,NA,269,Arecaceae,Arecales,Sabal,NA,NA,NA,NA
Sabatia-type,NA,9792,Gentianaceae,Gentianales,Gentianaceae undiff.,1,NA,NA,NA
Sagina,NA,4770,Caryophyllaceae,Caryophyllales,Caryophyllaceae undiff.,2,NA,NA,NA
Salicaceae,1260,NA,NA,NA,Salicaceae,1,NA,NA,NA
Salicaceae undiff.,NA,NA,NA,NA,Salicaceae,1,NA,NA,NA
Salicornia-type,NA,5118,Amaranthaceae,Caryophyllales,Amaranthaceae undiff.,1,NA,NA,NA
Salix,NA,271,Salicaceae,Malpighiales,Salix,NA,NA,NA,NA
Salix arctica,NA,NA,NA,NA,Salix,NA,NA,NA,NA
Salix caroliniana-type,NA,9794,Salix,Salicaceae,Salix,NA,NA,NA,NA
Salix herbacea,1264,NA,NA,NA,Salix,NA,NA,NA,NA
Salix herbacea-type,NA,739,Salix,Salicaceae,Salix,NA,NA,NA,NA
Salix reticulata,NA,NA,NA,NA,Salix,NA,NA,NA,NA
Salix reticulata-type,NA,740,Salix,Salicaceae,Salix,NA,NA,NA,NA
Salix sp.,NA,23844,Salix,Salicaceae,Salix,NA,NA,NA,NA
Salix undiff.,NA,1216,Salix,Salicaceae,Salix,NA,NA,NA,NA
Salix vestita-type,NA,741,Salix,Salicaceae,Salix,NA,NA,NA,NA
Salsola,NA,274,Amaranthaceae,Caryophyllales,Salsola,152,NA,NA,NA
Salsola-type,NA,1279,Amaranthaceae,Caryophyllales,Salsola,NA,NA,NA,NA
Salvia,NA,1339,Lamiaceae (hexacolpate),Lamiaceae (stephanocolpate),Lamiaceae undiff.,3,NA,NA,NA
Salvia-type,1274,NA,NA,NA,Lamiaceae undiff.,NA,NA,NA,NA
Sambucus,NA,275,Adoxaceae,Dipsacales,Sambucus,207,US,NA,NA
Sambucus-type,NA,1421,Eudicotyledoneae incertae sedis,Eudicotyledoneae,Sambucus,NA,NA,NA,NA
Sambucus racemosa,NA,4784,Sambucus,Adoxaceae,Sambucus,NA,NA,NA,NA
Sanguinaria canadensis,NA,826,Sanguinaria,Papaveraceae,Papaveraceae,2,NA,NA,NA
Sanguisorba,NA,277,Rosaceae,Rosales,Sanguisorba,NA,NA,NA,NA
Sanguisorba-type,NA,980,Rosaceae,Rosales,Sanguisorba,NA,NA,NA,NA
Sanguisorba canadensis,NA,742,Sanguisorba,Rosaceae,Sanguisorba,NA,NA,NA,NA
Sanguisorba stipulata,NA,3723,Sanguisorba,Rosaceae,Sanguisorba,NA,NA,NA,NA
Santalaceae,NA,NA,NA,NA,Santalaceae undiff.,0,NA,NA,NA
Sapindaceae,NA,1136,Sapindales,Malvidae,Sapindaceae undiff.,NA,NA,NA,NA
Sapindaceae undiff.,NA,1231,Sapindaceae,Sapindales,Sapindaceae undiff.,NA,NA,NA,NA
Sapindus,NA,278,Sapindaceae subf. Sapindoideae,Sapindaceae,Sapindus,4,"FL, SEUS.  Tempting to split",NA,NA
Sapotaceae,NA,NA,NA,NA,Meliaceae/Sapotaceae,NA,NA,NA,NA
Sarcobatus,NA,7655,Sarcobataceae,Caryophyllales,Sarcobatus,137,NA,NA,NA
Sarcobatus vermiculatus,NA,279,Sarcobatus,Sarcobataceae,Sarcobatus,NA,NA,NA,NA
Sassafras,NA,2639,Lauraceae,Laurales,Lauraceae,2,NA,NA,NA
Saussurea,NA,1157,Asteraceae tribe Cynareae,Asteraceae subf. Carduoideae,Saussurea,NA,NA,NA,NA
Saxifraga,NA,487,Saxifragaceae,Saxifragales,Saxifraga,NA,NA,NA,NA
Saxifraga-type,NA,281,Saxifragaceae,Saxifragales,Saxifraga,NA,NA,NA,NA
Saxifraga cernua,NA,1148,Saxifraga,Saxifragaceae,Saxifraga,NA,NA,NA,NA
Saxifraga cernua-type,NA,746,Saxifraga-type,Saxifragaceae,Saxifraga,NA,NA,NA,NA
Saxifraga cespitosa-type,NA,NA,NA,NA,Saxifraga,NA,NA,NA,NA
Saxifraga cf. S. hirculus,NA,3615,Saxifraga,Saxifragaceae,Saxifraga,NA,NA,NA,NA
Saxifraga hirculus,NA,4804,Saxifraga,Saxifragaceae,Saxifraga,NA,NA,NA,NA
Saxifraga oppositifolia,NA,2319,Saxifraga,Saxifragaceae,Saxifraga,NA,NA,NA,NA
Saxifraga oppositifolia-type,NA,747,Saxifraga-type,Saxifragaceae,Saxifraga,NA,NA,NA,NA
Saxifraga tricuspidata,NA,1146,Saxifraga,Saxifragaceae,Saxifraga,NA,NA,NA,NA
Saxifraga tricuspidata-type,NA,1144,Saxifraga-type,Saxifragaceae,Saxifraga,NA,NA,NA,NA
Saxifraga undiff.,NA,1222,Saxifraga,Saxifragaceae,Saxifraga,NA,NA,NA,NA
Saxifragaceae,NA,282,Saxifragales,Pentapetalae,Saxifragaceae undiff.,NA,NA,NA,NA
Saxifragaceae-type,NA,1473,Eudicotyledoneae incertae sedis,Eudicotyledoneae,skip,NA,NA,NA,NA
Saxifragaceae undiff.,NA,912,Saxifragaceae,Saxifragales,Saxifragaceae undiff.,NA,NA,NA,NA
Schinus,NA,1635,Schinus-type,Anacardiaceae,Schinus,4,Tropical.  Rare but diagnoistic,NA,NA
Scilla-type,NA,3988,Asparagaceae tribe Urgineeae,Asparagaceae subf. Scilloideae,Asparagaceae,1,NA,NA,NA
Scleranthus,NA,2907,Caryophyllaceae,Caryophyllales,Caryophyllaceae undiff.,2,NA,NA,NA
Scrophularia,NA,4125,Scrophulariaceae,Lamiales,Scrophulariaceae,3,NA,NA,NA
Scrophulariaceae,NA,284,Lamiales,Lamiidae,Scrophulariaceae,NA,NA,NA,NA
Scrophulariaceae-type,NA,525,Eudicotyledoneae incertae sedis,Eudicotyledoneae,Scrophulariaceae,NA,NA,NA,NA
Scrophulariaceae undiff.,NA,1160,Scrophulariaceae,Lamiales,Scrophulariaceae,NA,NA,NA,NA
Scutellaria-type,NA,1099,Lamiaceae (tricolpate),Lamiaceae,Lamiaceae undiff.,2,NA,NA,NA
Secale,NA,967,Poaceae,Poales,Secale,NA,NA,NA,NA
Secale-type,NA,488,Poaceae,Poales,Secale,NA,NA,NA,NA
Secale cereale,1313,NA,NA,NA,Secale,NA,NA,NA,NA
Sedum,NA,285,Crassulaceae,Saxifragales,Crassulaceae,14,scattered across Canada,NA,NA
Senecio-type,NA,1915,Asteraceae subf. Asteroideae,Asteraceae,Senecio,NA,NA,NA,NA
Senecio/Arctium,NA,9796,Asteraceae subf. Asteroideae,Asteraceae,Senecio,NA,NA,NA,NA
Sequoia,NA,2801,Cupressaceae,Cupressophyta,Sequoia,17,WUS,NA,NA
Sequoiadendron,NA,1592,Cupressaceae,Cupressophyta,Sequoiadendron,5,SWUS,NA,NA
Serenoa,NA,287,Arecaceae,Arecales,Serenoa,12,All SEUS,NA,NA
Serratula-type,1322,NA,NA,NA,Asteraceae subf. Carduoideae,1,NA,NA,NA
Sesbania,NA,3525,Fabaceae subf. Faboideae,Fabaceae,Fabaceae undiff.,1,FL,NA,NA
Shepherdia,NA,542,Elaeagnaceae,Rosales,Shepherdia,NA,NA,NA,NA
Shepherdia argentea,NA,289,Shepherdia,Elaeagnaceae,Shepherdia,NA,NA,NA,NA
Shepherdia canadensis,NA,290,Shepherdia,Elaeagnaceae,Shepherdia,NA,NA,NA,NA
Shepherdia canadensis-type,NA,2966,Eudicotyledoneae incertae sedis,Eudicotyledoneae,Shepherdia,NA,NA,NA,NA
Shepherdia rotundifolia,NA,1496,Shepherdia,Elaeagnaceae,Shepherdia,NA,NA,NA,NA
Shepherdia undiff.,NA,288,Shepherdia,Elaeagnaceae,Shepherdia,NA,NA,NA,NA
Sibbaldia procumbens,NA,4855,Sibbaldia,Rosaceae,Rosaceae undiff.,1,NA,NA,NA
Sida,NA,1572,Malvaceae subf. Malvoideae,Malvaceae,Malvaceae undiff.,1,NA,NA,NA
Sideroxylon,NA,9798,Sapotaceae,Sapindales,Meliaceae/Sapotaceae,1,NA,NA,NA
Silene,NA,2306,Caryophyllaceae,Caryophyllales,Caryophyllaceae undiff.,2,NA,NA,NA
Silene-type,NA,3703,Caryophyllaceae,Caryophyllales,Caryophyllaceae undiff.,3,WUS,NA,NA
Silene dioica-type,NA,3814,Silene-type,Caryophyllaceae,Caryophyllaceae undiff.,NA,NA,NA,NA
Simaroubaceae,NA,NA,NA,NA,Simaroubaceae undiff.,NA,NA,NA,NA
Simmondsia chinensis,NA,1588,Simmondsia,Simmondsiaceae,Simmondsia,2,NA,NA,NA
Sinapis arvensis,NA,3210,Sinapis,Brassicaceae,Brassicaceae,3,NA,NA,NA
Sisyrinchium,NA,334,Iridaceae subf.  Iridoideae,Iridaceae,Iridaceae undiff.,13,NA,NA,NA
Sisyrinchium-type,NA,1135,Monocotyledoneae,Mesangiospermae,Iridaceae undiff.,1,NA,NA,NA
Sium,NA,4857,Apiaceae,Apiales,Apiaceae,6,Ohio to NE,NA,NA
Smilacaceae,NA,NA,NA,NA,Smilaceae undiff.,3,NA,NA,NA
Smilax,NA,819,Smilacaceae,Liliales,Smilax,14,SEUS,NA,NA
Solanaceae,NA,543,Solanales,Lamiidae,Solanaceae undiff.,NA,NA,NA,NA
Solanaceae-type,NA,1515,Eudicotyledoneae incertae sedis,Eudicotyledoneae,Solanaceae undiff.,NA,NA,NA,NA
Solanaceae undiff.,NA,292,Solanaceae,Solanales,Solanaceae undiff.,NA,NA,NA,NA
Solanum,NA,1262,Solanaceae,Solanales,Solanum,9,NA,NA,NA
Solanum rostratum,NA,489,Solanum,Solanaceae,Solanum,NA,NA,NA,NA
Solidago,NA,4887,Asteraceae tribe Astereae,Asteraceae subf. Asteroideae,Asteraceae subf. Asteroideae,4,NA,NA,NA
Solidago-type,NA,3407,Asteraceae subf. Asteroideae,Asteraceae,Asteraceae subf. Asteroideae,3,NA,NA,NA
Solidago canadensis,NA,9799,Solidago,Asteraceae tribe Astereae,Asteraceae subf. Asteroideae,1,NA,NA,NA
Sophora,NA,5768,Fabaceae subf. Faboideae,Fabaceae,Fabaceae undiff.,2,NA,NA,NA
Sorbus,NA,1435,Rosaceae,Rosales,Rosaceae undiff.,NA,3,NA,NA
Sorbus-type,NA,NA,NA,NA,Rosaceae undiff.,NA,NA,NA,NA
Sorbus aucuparia,NA,NA,NA,NA,Rosaceae undiff.,NA,NA,NA,NA
Spermacoce,NA,NA,NA,NA,Rubiaceae undiff.,2,"S FL, Bemuda",NA,NA
Spermatophyta undiff. (shrubs),NA,2782,Spermatophyta undiff. (trees/shrubs),Spermatophyta undiff.,skip,NA,NA,NA,NA
Spermatophyta undiff. (trees),NA,3010,Spermatophyta undiff. (trees/shrubs),Spermatophyta undiff.,skip,NA,NA,NA,NA
Spermatophyta undiff. (trees/shrubs),NA,1351,Spermatophyta undiff.,Spermatophyta,skip,NA,NA,NA,NA
Sphaeralcea,NA,490,Malvaceae subf. Malvoideae,Malvaceae,Sphaeralcea,32,"Great Plains, WUS",NA,NA
Sphaeralcea-type,NA,1423,Malvaceae subf. Malvoideae,Malvaceae,Sphaeralcea,NA,NA,NA,NA
Spiraea,NA,753,Rosaceae,Rosales,Spiraea,33,NA,NA,NA
Spiraea-type,NA,295,Rosaceae,Rosales,Spiraea,NA,NA,NA,NA
Stachys,NA,2894,Lamiaceae (tricolpate),Lamiaceae,Stachys,17,NA,NA,NA
Stachys-type,NA,491,Lamiaceae (tricolpate),Lamiaceae,Stachys,21,NA,NA,NA
Stellaria,NA,545,Caryophyllaceae,Caryophyllales,Stellaria,10,WUS,NA,NA
Stellaria-type,NA,841,Caryophyllaceae,Caryophyllales,Stellaria,35,WUS & Great Plains.,NA,NA
Styloceras,NA,392,Buxaceae,Buxales,Buxaceae,1,NA,NA,NA
Suaeda,NA,5218,Amaranthaceae,Caryophyllales,Amaranthaceae undiff.,6,NA,NA,NA
Suaeda calceoliformis,NA,9805,Suaeda,Amaranthaceae,Amaranthaceae undiff.,1,NA,NA,NA
Swertia,NA,2471,Gentianaceae,Gentianales,Gentianaceae undiff.,1,NA,NA,NA
Symphoricarpos,NA,1269,Caprifoliaceae subf. Caprifolioideae,Caprifoliaceae,Symphoricarpos,19,WUS,NA,NA
Symphoricarpos-type,NA,393,Caprifoliaceae subf. Caprifolioideae,Caprifoliaceae,Symphoricarpos,6,NA,NA,NA
Symphoricarpos albus,NA,5779,Symphoricarpos,Caprifoliaceae subf. Caprifolioideae,Symphoricarpos,6,NA,NA,NA
