neotoma_names,level_1,level_2,level_3,level_4,level_5,level_6,level_7
Toxicodendron,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Anacardiaceae,Toxicodendron,NA
Cassia,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Cassia,NA
Fabaceae (reticulate),Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Fabaceae,NA
Hibiscus,Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae,Hibiscus,NA
Cucurbitaceae,Plantae,Tracheophyta,Magnoliopsida,Cucurbitales,Cucurbitaceae,Cucurbitaceae,NA
Bromus hordeaceus-type,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Bromus,NA
Pinus haploxylon,Plantae,Tracheophyta,Pinopsida,Pinales,Pinaceae,Pinus,NA
Orontium,Plantae,Tracheophyta,Liliopsida,Alismatales,Araceae,Orontium,NA
Asteraceae indet.,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Asteraceae,NA
Baccharis,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Baccharis,NA
Chaenactis,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Chaenactis,NA
Ambrosia sp.,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Ambrosia,NA
Rumex mexicanus,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Polygonaceae,Rumex,Rumex triangulivalvis
Microsteris,Plantae,Tracheophyta,Magnoliopsida,Ericales,Polemoniaceae,Microsteris,NA
Dryas integrifolia,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Dryas,Dryas integrifolia
Rhus typhina,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Anacardiaceae,Rhus,Rhus typhina
Mentha arvensis,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Mentha,Mentha arvensis
Micranthes cf. M. punctata,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Saxifragaceae,Micranthes,NA
Rubus cf. R. chamaemorus,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rubus,NA
Betula (20-25 µm),Plantae,Tracheophyta,Magnoliopsida,Fagales,Betulaceae,Betula,NA
Betula (>25 µm),Plantae,Tracheophyta,Magnoliopsida,Fagales,Betulaceae,Betula,NA
Nitraria,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Nitrariaceae,Nitraria,NA
Tamaricaceae,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Tamaricaceae,Tamaricaceae,NA
Alnus hirsuta,Plantae,Tracheophyta,Magnoliopsida,Fagales,Betulaceae,Alnus,Alnus hirsuta
Alnus viridis subsp. fruticosa,Plantae,Tracheophyta,Magnoliopsida,Fagales,Betulaceae,Alnus,Alnus alnobetula
Betula nana subsp. exilis,Plantae,Tracheophyta,Magnoliopsida,Fagales,Betulaceae,Betula,Betula glandulosa
Betula pendula subsp. mandshurica,Plantae,Tracheophyta,Magnoliopsida,Fagales,Betulaceae,Betula,Betula pendula
Chrozophora tinctoria,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Chrozophora,Chrozophora tinctoria
Larix gmelinii,Plantae,Tracheophyta,Pinopsida,Pinales,Pinaceae,Larix,Larix gmelinii
Phlox sibirica,Plantae,Tracheophyta,Magnoliopsida,Ericales,Polemoniaceae,Phlox,Phlox sibirica
Picea obovata,Plantae,Tracheophyta,Pinopsida,Pinales,Pinaceae,Picea,Picea obovata
Haloragis,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Haloragaceae,Haloragis,NA
Quercus sect. Cyclobalanopsis,Plantae,Tracheophyta,Magnoliopsida,Fagales,Fagaceae,Quercus,NA
Quercus subg. Quercus,Plantae,Tracheophyta,Magnoliopsida,Fagales,Fagaceae,Quercus,NA
Carpinus tschonoskii,Plantae,Tracheophyta,Magnoliopsida,Fagales,Betulaceae,Carpinus,Carpinus tschonoskii
Fagus crenata,Plantae,Tracheophyta,Magnoliopsida,Fagales,Fagaceae,Fagus,Fagus crenata
Fagus japonica,Plantae,Tracheophyta,Magnoliopsida,Fagales,Fagaceae,Fagus,Fagus japonica
Mallotus,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Mallotus,NA
Phellodendron,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Rutaceae,Phellodendron,NA
Weigela,Plantae,Tracheophyta,Magnoliopsida,Dipsacales,Caprifoliaceae,Weigela,NA
Reynoutria,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Polygonaceae,Reynoutria,NA
Skimmia,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Rutaceae,Skimmia,NA
Dacrydium,Plantae,Tracheophyta,Pinopsida,Pinales,Podocarpaceae,Dacrydium,NA
Koenigia sect. Aconogonon,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Polygonaceae,Koenigia,NA
Lythraceae,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Lythraceae,Lythraceae,NA
Tsuga diversifolia,Plantae,Tracheophyta,Pinopsida,Pinales,Pinaceae,Tsuga,Tsuga diversifolia
Betula costata,Plantae,Tracheophyta,Magnoliopsida,Fagales,Betulaceae,Betula,Betula costata
Betula dahurica,Plantae,Tracheophyta,Magnoliopsida,Fagales,Betulaceae,Betula,Betula dahurica
Betula ermanii,Plantae,Tracheophyta,Magnoliopsida,Fagales,Betulaceae,Betula,Betula ermanii
Betula schmidtii,Plantae,Tracheophyta,Magnoliopsida,Fagales,Betulaceae,Betula,Betula schmidtii
Pinus koraiensis,Plantae,Tracheophyta,Pinopsida,Pinales,Pinaceae,Pinus,Pinus koraiensis
Polygonum sect. Polygonum,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Polygonaceae,Polygonum,NA
Astragalus onobrychis-type,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Astragalus,NA
Eremurus,Plantae,Tracheophyta,Liliopsida,Asparagales,Asphodelaceae,Eremurus,NA
Primula farinosa-type (large),Plantae,Tracheophyta,Magnoliopsida,Ericales,Primulaceae,Primula,NA
Pterocarya fraxinifolia,Plantae,Tracheophyta,Magnoliopsida,Fagales,Juglandaceae,Pterocarya,Pterocarya fraxinifolia
Rheum officinale,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Polygonaceae,Rheum,Rheum officinale
Claytonia arctica,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Montiaceae,Claytonia,Claytonia arctica
Claytonia undiff.,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Montiaceae,Claytonia,NA
Pinus sibirica,Plantae,Tracheophyta,Pinopsida,Pinales,Pinaceae,Pinus,Pinus sibirica
Ulmus sp.,Plantae,Tracheophyta,Magnoliopsida,Rosales,Ulmaceae,Ulmus,NA
Claytonia sarmentosa,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Montiaceae,Claytonia,Claytonia sarmentosa
Claytoniella vassilievii,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Montiaceae,Montia,Montia vassilievii
Betula cf. B. fruticosa,Plantae,Tracheophyta,Magnoliopsida,Fagales,Betulaceae,Betula,NA
Betula cf. B. pendula,Plantae,Tracheophyta,Magnoliopsida,Fagales,Betulaceae,Betula,NA
Patrinia,Plantae,Tracheophyta,Magnoliopsida,Dipsacales,Caprifoliaceae,Patrinia,NA
Ulmus undiff.,Plantae,Tracheophyta,Magnoliopsida,Rosales,Ulmaceae,Ulmus,NA
Abies sibirica,Plantae,Tracheophyta,Pinopsida,Pinales,Pinaceae,Abies,Abies sibirica
Alnus hirsuta-type,Plantae,Tracheophyta,Magnoliopsida,Fagales,Betulaceae,Alnus,NA
Aquilegia undiff.,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Aquilegia,NA
Bergenia crassifolia,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Saxifragaceae,Bergenia,Bergenia crassifolia
Betula fruticosa,Plantae,Tracheophyta,Magnoliopsida,Fagales,Betulaceae,Betula,Betula fruticosa
Pedicularis oederi-type,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Orobanchaceae,Pedicularis,NA
Saxifraga hirsuta,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Saxifragaceae,Saxifraga,Saxifraga hirsuta
Acanthaceae,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Acanthaceae,Acanthaceae,NA
Adenophora,Plantae,Tracheophyta,Magnoliopsida,Asterales,Campanulaceae,Adenophora,NA
Alangium,Plantae,Tracheophyta,Magnoliopsida,Cornales,Cornaceae,Alangium,NA
Aporosa,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Phyllanthaceae,Aporosa,NA
Biebersteinia,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Biebersteiniaceae,Biebersteinia,NA
Bignoniaceae undiff.,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Bignoniaceae,Bignoniaceae,NA
Catalpa,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Bignoniaceae,Catalpa,NA
Celastraceae,Plantae,Tracheophyta,Magnoliopsida,Celastrales,Celastraceae,Celastraceae,NA
Engelhardia,Plantae,Tracheophyta,Magnoliopsida,Fagales,Juglandaceae,Engelhardia,NA
Garcinia,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Clusiaceae,Garcinia,NA
Gesneriaceae,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Gesneriaceae,Gesneriaceae,NA
Illicium,Plantae,Tracheophyta,Magnoliopsida,Austrobaileyales,Schisandraceae,Illicium,NA
Lauraceae,Plantae,Tracheophyta,Magnoliopsida,Laurales,Lauraceae,Lauraceae,NA
Melastomataceae,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,Melastomataceae,NA
Meliaceae undiff.,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Meliaceae,Meliaceae,NA
Morina,Plantae,Tracheophyta,Magnoliopsida,Dipsacales,Caprifoliaceae,Morina,NA
Phyllanthus,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Phyllanthaceae,Phyllanthus,NA
Platycarya,Plantae,Tracheophyta,Magnoliopsida,Fagales,Juglandaceae,Platycarya,NA
Polygonum sp.,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Polygonaceae,Polygonum,NA
Pseudolarix,Plantae,Tracheophyta,Pinopsida,Pinales,Pinaceae,Pseudolarix,NA
Reevesia,Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae,Reevesia,NA
Salicaceae undiff.,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Salicaceae,Salicaceae,NA
Schisandra,Plantae,Tracheophyta,Magnoliopsida,Austrobaileyales,Schisandraceae,Schisandra,NA
Styracaceae,Plantae,Tracheophyta,Magnoliopsida,Ericales,Styracaceae,Styracaceae,NA
Tetracentron,Plantae,Tracheophyta,Magnoliopsida,Trochodendrales,Trochodendraceae,Tetracentron,NA
Tournefortia,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Heliotropiaceae,Tournefortia,NA
Tsuga dumosa,Plantae,Tracheophyta,Pinopsida,Pinales,Pinaceae,Tsuga,Tsuga dumosa
Alnus viridis subsp. fruticosa-type,Plantae,Tracheophyta,Magnoliopsida,Fagales,Betulaceae,Alnus,Alnus alnobetula
Pinus pumila,Plantae,Tracheophyta,Pinopsida,Pinales,Pinaceae,Pinus,Pinus pumila
Ephedra alata-type,Plantae,Tracheophyta,Gnetopsida,Ephedrales,Ephedraceae,Ephedra,NA
Ephedra sp.,Plantae,Tracheophyta,Gnetopsida,Ephedrales,Ephedraceae,Ephedra,NA
Haplophyllum,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Rutaceae,Haplophyllum,NA
Parrotia persica,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Hamamelidaceae,Parrotia,Parrotia persica
Polygonum aviculare/Bistorta officinalis-type,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Polygonaceae,Polygonum,NA
Rubiaceae (hexacolpate),Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Rubiaceae,NA
Betula pubescens var. pumila,Plantae,Tracheophyta,Magnoliopsida,Fagales,Betulaceae,Betula,Betula pubescens
Atraphaxis,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Polygonaceae,Atraphaxis,NA
Bongardia,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Berberidaceae,Bongardia,NA
Cephalaria,Plantae,Tracheophyta,Magnoliopsida,Dipsacales,Caprifoliaceae,Cephalaria,NA
Datisca cannabina,Plantae,Tracheophyta,Magnoliopsida,Cucurbitales,Datiscaceae,Datisca,Datisca cannabina
Gentiana olivieri-type,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Gentianaceae,Gentiana,NA
Hypericum hirtellum var. assyriacum-type,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Hypericaceae,Hypericum,Hypericum hirtellum
Leontice leontopetalum,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Berberidaceae,Leontice,Leontice leontopetalum
Malabaila,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Grafia,NA
Plantago ovata-type,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,Plantago,
Psylliostachys,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Plumbaginaceae,Psylliostachys,NA
Psylliostachys spicata-type,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Plumbaginaceae,Psylliostachys,NA
Ranunculus asiaticus-type,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Ranunculus,NA
Rumex cyprius-type,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Polygonaceae,Rumex,NA
Rumex patientia-type,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Polygonaceae,Rumex,NA
Podocarpaceae,Plantae,Tracheophyta,Pinopsida,Pinales,Podocarpaceae,Podocarpaceae,NA
Polygonaceae (excluding Rumex),Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Polygonaceae,Polygonaceae,NA
Ranunculaceae cf. Anemone/Caltha,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Ranunculaceae,NA
Hedysarum hedysaroides,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Hedysarum,Hedysarum hedysaroides
Delphinium elatum,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Delphinium,Delphinium elatum
Silene suecica-type,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Silene,NA
Quercus indet.,Plantae,Tracheophyta,Magnoliopsida,Fagales,Fagaceae,Quercus,NA
Quercus ithaburensis,Plantae,Tracheophyta,Magnoliopsida,Fagales,Fagaceae,Quercus,Quercus ithaburensis
Allium cf. A. sibiricum,Plantae,Tracheophyta,Liliopsida,Asparagales,Amaryllidaceae,Allium,NA
Papaver radicatum-type,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Papaveraceae,Papaver,NA
Anthriscus,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Anthriscus,NA
Biscutella,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Biscutella,NA
Centaurea alpina,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Rhaponticoides,Rhaponticoides alpina
Omalotheca,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Omalotheca,NA
Acalypha-type,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Acalypha,NA
Ambrosia-type,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Ambrosia,Ambrosia
Arceuthobium/Loranthaceae,Plantae,Tracheophyta,Magnoliopsida,Santalales,Viscaceae,Arceuthobium,NA
Avena-type,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Avena,NA
cf. Araliaceae,Plantae,Tracheophyta,Magnoliopsida,Apiales,Araliaceae,Araliaceae,NA
cf. Hypericum,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Hypericaceae,Hypericum,NA
cf. Oxalis,Plantae,Tracheophyta,Magnoliopsida,Oxalidales,Oxalidaceae,Oxalis,NA
cf. Physalis,Plantae,Tracheophyta,Magnoliopsida,Solanales,Solanaceae,Physalis,NA
cf. Verbenaceae,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Verbenaceae,Verbenaceae,NA
cf. Weinmannia,Plantae,Tracheophyta,Magnoliopsida,Oxalidales,Cunoniaceae,Weinmannia,NA
Chamaecrista-type,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Chamaecrista,NA
Chamaecyparis-type,Plantae,Tracheophyta,Pinopsida,Pinales,Cupressaceae,Chamaecyparis,NA
Cichorioideae,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Asteraceae,NA
Combretaceae/Melastomataceae undiff.,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Combretaceae,Combretaceae,NA
Dianthus-type,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Dianthus,NA
Engelhardia-type,Plantae,Tracheophyta,Magnoliopsida,Fagales,Juglandaceae,Engelhardia,NA
Eryngium-type,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Eryngium,NA
Froelichia-type,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Amaranthaceae,Amaranthaceae,NA
Gomphrena-type,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Amaranthaceae,Gomphrena,NA
Larix/Pseudotsuga,Plantae,Tracheophyta,Pinopsida,Pinales,Pinaceae,Larix,NA
Ledum-type,Plantae,Tracheophyta,Magnoliopsida,Ericales,Ericaceae,Rhododendron,NA
Ludwigia-type,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Onagraceae,Ludwigia,NA
Lupinus-type,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Lupinus,NA
mimosoid clade,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Fabaceae,NA
Ostrya/Carpinus,Plantae,Tracheophyta,Magnoliopsida,Fagales,Betulaceae,Ostrya,NA
Piperaceae-type,Plantae,Tracheophyta,Magnoliopsida,Piperales,Piperaceae,Piperaceae,NA
Rhexia-type,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,Rhexia,NA
Saxifraga-type,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Saxifragaceae,Saxifraga,NA
Scrophulariaceae-type,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Scrophulariaceae,Scrophulariaceae,NA
Urtica-type,Plantae,Tracheophyta,Magnoliopsida,Rosales,Urticaceae,Urtica,NA
Urticalean Rosids undiff.,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosales,Rosales,NA
Zanthoxylum-type,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Rutaceae,Zanthoxylum,NA
Angiospermae undiff. (herbs),Plantae,undif,undif,undif,undif,undif,NA
Bidens-type,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Bidens,NA
Elaeagnus/Shepherdia argentea,Plantae,Tracheophyta,Magnoliopsida,Rosales,Elaeagnaceae,Elaeagnus,NA
Ostrya-type,Plantae,Tracheophyta,Magnoliopsida,Fagales,Betulaceae,Ostrya,NA
Spermatophyta undiff. (trees/shrubs),Plantae,undiff,undiff,undiff,undiff,undiff,NA
Amorpha-type,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Amorpha,NA
Humulus-type,Plantae,Tracheophyta,Magnoliopsida,Rosales,Cannabaceae,Humulus,NA
Stachys-type,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Stachys,NA
Prunus/Amelanchier,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Prunus,NA
Humulus/Cannabis,Plantae,Tracheophyta,Magnoliopsida,Rosales,Cannabaceae,Humulus,NA
Spermatophyta undiff. (trees),Plantae,undiff,undiff,undiff,undiff,undiff,NA
Juniperus/Thuja,Plantae,Tracheophyta,Pinopsida,Pinales,Cupressaceae,Juniperus,NA
cf. Oxyria digyna,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Polygonaceae,Oxyria,Oxyria digyna
Ilex/Nemopanthus,Plantae,Tracheophyta,Magnoliopsida,Aquifoliales,Aquifoliaceae,Ilex,NA
Juniperus-type,Plantae,Tracheophyta,Pinopsida,Pinales,Cupressaceae,Juniperus,NA
Crataegus-type,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Crataegus,NA
Potentilla-type,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Potentilla,NA
Prunus/Sorbus,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Prunus,NA
Pyrus-type,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Pyrus,NA
Rhamnaceae/Vitaceae undiff.,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rhamnaceae,Rhamnaceae,NA
Spermatophyta undiff. (shrubs),Plantae,undiff,undiff,undiff,undiff,undiff,NA
Rumex/Oxyria digyna,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Polygonaceae,Rumex,NA
Anemone-type,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Anemone,NA
Liliaceae-type,Plantae,Tracheophyta,Liliopsida,Liliales,Liliaceae,Liliaceae,NA
Rumex/Oxyria,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Polygonaceae,Rumex,NA
Celtis-type,Plantae,Tracheophyta,Magnoliopsida,Rosales,Cannabaceae,Celtis,NA
Cercocarpus-type,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Cercocarpus,NA
Prunella-type,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Prunella,NA
Rubus-type,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rubus,NA
Amelanchier-type,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Amelanchier,NA
Cannabis-type,Plantae,Tracheophyta,Magnoliopsida,Rosales,Cannabaceae,Cannabis,NA
cf. Dodecatheon,Plantae,Tracheophyta,Magnoliopsida,Ericales,Primulaceae,Dodecatheon,NA
Dryas-type,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Dryas,NA
Laportea-type,Plantae,Tracheophyta,Magnoliopsida,Rosales,Urticaceae,Laportea,NA
Lycopus-type,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Lycopus,NA
Maclura-type,Plantae,Tracheophyta,Magnoliopsida,Rosales,Moraceae,Maclura,NA
Pilea-type,Plantae,Tracheophyta,Magnoliopsida,Rosales,Urticaceae,Pilea,NA
Triticum-type,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Triticum,NA
Cannabaceae-type,Plantae,Tracheophyta,Magnoliopsida,Rosales,Cannabaceae,Cannabaceae,NA
Dipsacoideae,Plantae,Tracheophyta,Magnoliopsida,Dipsacales,Caprifoliaceae,Caprifoliaceae,NA
Poaceae (Cerealia-type),Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Poaceae,NA
Anthemis-type,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Anthemis,NA
Aster-type,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Aster,NA
Caltha-type,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Caltha,NA
Centaurea-type,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Centaurea,NA
Corylus-type,Plantae,Tracheophyta,Magnoliopsida,Fagales,Betulaceae,Corylus,NA
Erica-type,Plantae,Tracheophyta,Magnoliopsida,Ericales,Ericaceae,Erica,NA
Hypericum-type,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Hypericaceae,Hypericum,NA
Serratula-type,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Serratula,NA
Sinapis-type,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Sinapsis,NA
Trifolium-type,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Trifolium,NA
Vicia-type,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Vicia,NA
Achillea-type,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Achillea,NA
Barbarea-type,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Barbarea,NA
Cirsium-type,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Cirsium,NA
Galium-type,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Galium,NA
Lamium-type,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Lamium,NA
Lotus-type,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Lotus,NA
Mentha-type,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Mentha,NA
Petasites-type,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Petasites,NA
Ranunculus-type,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Ranunculus,NA
Secale-type,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Secale,NA
Senecio-type,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Senecio,NA
Silene-type,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Silene,NA
Silene-type undiff.,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Silene,NA
Vaccinium-type,Plantae,Tracheophyta,Magnoliopsida,Ericales,Ericaceae,Vaccinium,NA
Cerastium-type,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Cerastium,NA
cf. Valeriana,Plantae,Tracheophyta,Magnoliopsida,Dipsacales,Caprifoliaceae,Valeriana,NA
Hordeum-type,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Hordeum,NA
Lathyrus-type,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Lathyrus,NA
Lonicera-type,Plantae,Tracheophyta,Magnoliopsida,Dipsacales,Caprifoliaceae,Lonicera,NA
Oxalis-type,Plantae,Tracheophyta,Magnoliopsida,Oxalidales,Oxalidaceae,Oxalis,NA
Oxyria-type,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Polygonaceae,Oxyria,NA
Stellaria-type,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Stellaria,NA
Spergula/Spergularia,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Spergula,NA
Corylus/Myrica,Plantae,Tracheophyta,Magnoliopsida,Fagales,Betulaceae,Corylus,NA
Anagallis-type,Plantae,Tracheophyta,Magnoliopsida,Ericales,Primulaceae,Lysimachia,NA
Campanula-type,Plantae,Tracheophyta,Magnoliopsida,Asterales,Campanulaceae,Campanula,NA
Conopodium-type,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Conopodium,NA
Ononis-type,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Ononis,NA
Rhinanthus-type,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Orobanchaceae,Rhinanthus,NA
Scrophularia-type,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Scrophulariaceae,Scrophularia,NA
Betula/Corylus/Myrica,Plantae,Tracheophyta,Magnoliopsida,Fagales,Fagales,Fagales,NA
Fumana-type,Plantae,Tracheophyta,Magnoliopsida,Malvales,Cistaceae,Fumana,NA
