taxon_name,Pollen_type
Polygonum cf. P. viviparum,Polygonum bistorta-type
Polygonum sect. Bistorta,Polygonum bistorta-type
Polygonum viviparum-type,Polygonum bistorta-type
Polygonum cf. P. bistorta,Polygonum bistorta-type
Polygonum cf. P. bistorta-type,Polygonum bistorta-type
Bistorta,Polygonum bistorta-type
Bistorta-type,Polygonum bistorta-type
Polygonum viviparum,Polygonum viviparum
Bistorta vivipara,Polygonum viviparum
Polygonum amplexicaule,Polygonum amplexicaule
Reynoutria,Reynoutria
Bilderdykia convolvulus,Fallopia
Bilderdykia convolvulus-type,Fallopia
Fallopia convolvulus,Fallopia
Bilderdykia convolvulus/B. dumetorum,Fallopia
Fallopia convolvulus-type,Fallopia
Polygonum convolvulus-type,Fallopia
Polygonum convolvulus,Fallopia
Fallopia-type,Fallopia
Polygonum convolvulus/P. dumetorum,Fallopia
Fallopia,Fallopia
Fallopia convolvulus/F. dumetorum,Fallopia
Polygonum cognatum-type,Polygonum cognatum
Polygonum cognatum,Polygonum cognatum
Eriogonum-type,Eriogonum-type
Fagus,Fagus
Fagus sylvatica,Fagus
Fagus orientalis,Fagus
Filipendula,Filipendula
Filipendula ulmaria,Filipendula
Filipendula vulgaris,Filipendula
Filipendula-type,Filipendula
Filipendula cf. F. ulmaria,Filipendula
Filipendula ulmaria/F. vulgaris,Filipendula
Lotus,Lotus-type
Lotus corniculatus,Lotus-type
Lotus uliginosus,Lotus-type
Lotus-type,Lotus-type
Lotus cf. L. corniculatus,Lotus-type
Lotus uliginosus-type,Lotus-type
Lotus undifferentiated,Lotus-type
Lotus cf. L. uliginosus,Lotus-type
Fabaceae/Lotus-type,Lotus-type
Tetragonolobus maritimus,Tetragonolobus maritimus
Polygonaceae,Polygonaceae
Polygonaceae undifferentiated,Polygonaceae
Frangula,Frangula alnus
Frangula alnus,Frangula alnus
Frangula alnus-type,Frangula alnus
Rhamnaceae,Rhamnaceae
Rhamnus/Frangula,Rhamnaceae
Paliurus-type,Rhamnus-type
Rhamnus/Paliurus,Rhamnus-type
Paliurus,Rhamnus-type
Paliurus spina-christi,Rhamnus-type
Zizyphus lotus,Zizyphus
Zizyphus,Zizyphus
Solanaceae,Solanaceae
Hippophae,Hippophae rhamnoides
Hippophae rhamnoides,Hippophae rhamnoides
Solanum dulcamara,Solanum dulcamara
Solanum dulcamara-type,Solanum dulcamara
Solanum cf. S. nigrum,Solanum
Solanum,Solanum
Solanum nigrum,Solanum nigrum-type
Solanum nigrum-type,Solanum nigrum-type
Solanum sodomeum,Solanum nigrum-type
Solanum cf. nigrum-type,Solanum nigrum-type
Onosma,Onosma
Verbena,Verbena officinalis
Verbena officinalis,Verbena officinalis
Verbena-type,Verbena officinalis
Elaeagnus,Elaeagnus
Cyclamen,Cyclamen
Cyclamen purpurascens,Cyclamen purpurascens
Cyclamen hederifolium,Cyclamen hederifolium
Androsace,Androsace
Androsace-type,Androsace
Androsaceae,Androsace
Androsace elongata-type,Androsace elongata-type
Androsace alpina-type,Androsace elongata-type
Verbenaceae,Verbenaceae
Dorycnium hirsutum,Dorycnium
Dorycnium,Dorycnium
Dorycnium-type,Dorycnium
Ornithopus,Ornithopus
Ornithopus perpusillus,Ornithopus
Apium,Apium
Apium inundatum-type,Apium
Apium nodiflorum,Apium nodiflorum
Apium graveolens,Apium graveolens
Apium inundatum,Apium inundatum
Bupleurum,Bupleurum
Bupleurum falcatum-type,Bupleurum
Bupleurum ranunculoides,Bupleurum
Heracleum,Heracleum
Heracleum sphondylium-type,Heracleum
Heracleum sp.,Heracleum
Heracleum sphondylium,Heracleum sphondylium
Heracleum mantegazzianum,Heracleum mantegazzianum
Hydrocotyle,Hydrocotyle
Hydrocotyle vulgaris,Hydrocotyle
Hydrocotyle-type,Hydrocotyle
Sium-type,Sium-type
Berula-type,Sium-type
Sium,Sium-type
Sium latifolium-type,Sium-type
Sium erectum-type,Sium-type
Berula erecta-type,Sium-type
Berula erecta,Berula erecta
Anthriscus caucalis,Anthriscus caucalis
Anthriscus caucalis-type,Anthriscus caucalis
Pimpinella-type,Pimpinella major-type
Pimpinella major-type,Pimpinella major-type
Pimpinella,Pimpinella major-type
Pimpinella saxifraga-type,Pimpinella major-type
Pimpinella major/P. saxifraga,Pimpinella major-type
Pimpinella major,Pimpinella major-type
Pimpinella saxifraga,Pimpinella major-type
Bunium,Peucedanum-type
Ferula-type,Peucedanum-type
Bunium-type,Peucedanum-type
Peucedanum palustre-type,Peucedanum-type
Peucedanum-type,Peucedanum-type
Peucedanum,Peucedanum-type
Angelica sylvestris,Peucedanum-type
Selinum carvifolia,Peucedanum-type
Peucedanum palustre,Peucedanum-type
Angelica sylvestris-type,Peucedanum-type
Ferula/Bunium-type,Peucedanum-type
Selinum carvifolia/pyrenaeum,Peucedanum-type
Peucedanum ostruthium,Peucedanum-type
Selinum carvifolia-type,Peucedanum-type
Foeniculum vulgare ssp. vulgare,Foeniculum vulgare ssp. vulgare
Foeniculum vulgare,Foeniculum vulgare
Anthriscus sylvestris-type,Anthriscus sylvestris-type
Anthriscus sylvestris,Anthriscus sylvestris-type
Anthriscus nitida/sylvestris,Anthriscus sylvestris-type
Malabaila,Malabaila
Lecokia,Lecokia
Psammogeton-type,Psammogeton-type
Trachyspermum-type,Trachyspermum-type
Sanicula europaea,Sanicula europaea
Sanicula,Astrantia-type
Astrantia-type,Astrantia-type
Sanicula-type,Astrantia-type
Astrantia,Astrantia-type
Astrantia-type,Astrantia-type
Astrantia major-type,Astrantia-type
Astrantia minor,Astrantia-type
Astrantia major,Astrantia major
Pleurospermum,Pleurospermum-type
Pleurospermum austriacum,Pleurospermum-type
Pleurospermum austriacum-type,Pleurospermum-type
Pleurospermum-type,Pleurospermum-type
Physospermum cornubiense,Pleurospermum-type
Cicuta virosa,Cicuta virosa
Daucus carota,Daucus
Daucus,Daucus
Daucus carota-type,Daucus
Oenanthe,Oenanthe
Oenanthe fistulosa-type,Oenanthe
Aegopodium,Aegopodium podagraria
Aegopodium podagraria,Aegopodium podagraria
Eryngium ilicifolium,Eryngium
Eryngium,Eryngium
Eryngium campestre-type,Eryngium
Eryngium campestre,Eryngium campestre
Carum verticillatum,Carum verticillatum
Conium maculatum,Conium maculatum
Conium maculatum-type,Conium maculatum
Conium,Conium maculatum
Ligusticum scoticum,Ligusticum scoticum
Meum-type,Meum-type
Meum athamanticum-type,Meum-type
Meum athamanticum,Meum athamanticum
Meum,Meum athamanticum
Pimpinella anisum,Pimpinella anisum
Chaerophyllum temulentum,Chaerophyllum hirsutum-type
Chaerophyllum hirsutum-type,Chaerophyllum hirsutum-type
Chaerophyllum hirsutum,Chaerophyllum hirsutum-type
Chaerophyllum hirsutum/C. temulentum,Chaerophyllum hirsutum-type
Conopodium majus,Conopodium majus
Thorella verticillatinundata-type,Thorella verticillatinundata-type
Angelica-type,Apiaceae
Anthriscus,Apiaceae
Bupleurum-type,Apiaceae
Cicuta-type,Apiaceae
Conopodium-type,Apiaceae
Daucus-type,Apiaceae
Eryngium-type,Apiaceae
Heracleum-type,Apiaceae
Torilis,Apiaceae
Umbelliferae,Apiaceae
Umbelliferae (type 1),Apiaceae
Umbelliferae (type 2),Apiaceae
Umbelliferae (type 3),Apiaceae
Umbelliferae undifferentiated,Apiaceae
Pastinaca-type,Apiaceae
Apium-type,Apiaceae
cf. Ligusticum,Apiaceae
Oenanthe-type,Apiaceae
Turgenia-type,Apiaceae
cf. Bunium rectangulum,Apiaceae
Echinophora-type,Apiaceae
cf. Falcaria,Apiaceae
cf. Levisticum,Apiaceae
cf. Smyrniopsis,Apiaceae
Anthriscus-type,Apiaceae
cf. Caucalis,Apiaceae
Chaerophyllum,Apiaceae
cf. Heracleum sphondylium,Apiaceae
Carum-type,Apiaceae
Umbelliferae 3,Apiaceae
Angelica,Apiaceae
Ammi,Apiaceae
Laserpitium,Apiaceae
Conium-type,Apiaceae
Apiaceae,Apiaceae
Apiaceae undifferentiated,Apiaceae
cf. Anthriscus caucalis,Apiaceae
cf. Daucus carota,Apiaceae
Apiaceae cf. Berula erecta,Apiaceae
Daucaceae,Apiaceae
Chaerophyllum-type,Apiaceae
Aethusa-type,Apiaceae
Ammi-type,Apiaceae
Umbelliferae/Apiaceae,Apiaceae
cf. Peucedanum,Apiaceae
Carum,Apiaceae
Apiaceae indeterminata,Apiaceae
Daucaceae,Apiaceae
Apiaceae apioide-type,Apiaceae
Myrrhis-type,Apiaceae
cf. Meum,Apiaceae
Orlaya,Orlaya
Orlaya grandiflora,Orlaya
Orlaya-type,Orlaya
Carum carvi,Carum carvi
Carum carvi-type,Carum carvi
Aethusa cynapium,Aethusa cynapium
Aethusa cynapium-type,Aethusa cynapium
Pastinaca sativa,Pastinaca sativa
Silaum silaus-type,Silaum silaus
Silaum silaus,Silaum silaus
Torilis japonica,Torilis japonica
Torilis japonica-type,Torilis japonica
Anisosciadium-type,Anisosciadium
Anisosciadium,Anisosciadium
Bifora radians-type,Bifora radians-type
Angelica archangelica-type,Angelica archangelica
Angelica archangelica,Angelica archangelica
Angelica palustris-type,Angelica palustris
Angelica palustris,Angelica palustris
Ligusticum,Ligusticum mutellina
Ligusticum mutellina,Ligusticum mutellina
Seseli libanotis-type,Seseli-type
Seseli-type,Seseli-type
Laserpitium latifolium-type,Laserpitium latifolium-type
Laserpitium latifolium,Laserpitium latifolium-type
Laserpitium latifolium-type,Laserpitium latifolium-type
Anthriscus cerefolium,Anthriscus cerefolium
Laserpitium prutenicum,Laserpitium prutenicum
Torilis arvensis,Torilis arvensis
Torilis arvensis-type,Falcaria-type
Falcaria vulgaris,Falcaria-type
Falcaria vulgaris-type,Falcaria-type
Anethum-type,Falcaria-type
Falcaria-type,Falcaria-type
Anethum graveolens,Anethum graveolens
Trinia,Trinia glauca
Trinia glauca-type,Trinia glauca
Trinia glauca,Trinia glauca
Athamanta cretensis,Athamanta cretensis
Ammi majus,Ammi majus
Turgenia,Turgenia latifolia
Turgenia latifolia,Turgenia latifolia
Turgenia latifolia-type,Turgenia latifolia
Ligusticum mutellinoides-type,Ligusticum mutellinoides-type
Myrrhis odorata,Myrrhis odorata
Sison amomum,Sison amomum
Torilis nodosa-type,Torilis nodosa
Torilis nodosa,Torilis nodosa
Levisticum officinale-type,Levisticum officinale
Levisticum officinale,Levisticum officinale
Cachrys-type,Cachrys-type
Scandix pecten-veneris,Scandix pecten-veneris
Caucalis platycarpos,Caucalis platycarpos
Scandix,Scandix pecten-veneris/Caucalis platycarpos
Scandix pecten-veneris-type,Scandix pecten-veneris/Caucalis platycarpos
Scandix pecten-veneris/Caucalis platycarpos,Scandix pecten-veneris/Caucalis platycarpos
Petroselinum segetum-type,Petroselinum segetum-type
Caesalpinia-type,Caesalpinia-type
Hagenia abyssinica,Hagenia abyssinica
Anchusa,Anchusa arvensis-type
Anchusa arvensis,Anchusa arvensis-type
Anchusa arvensis-type,Anchusa arvensis-type
Moltkiopsis-type,Moltkiopsis-type
Dodonaea,Dodonaea
Diospyrus,Diospyrus
Eucommia,Eucommia
Cornus,Cornus
Cornus cf. C. suecica,Cornus
cf. Cornus suecica,Cornus
Cornus mas/C. sanguinea,Cornus
Cornaceae,Cornus
Cornus-type,Cornus
Cornus undifferentiated,Cornus
Cornus cf. C. sanguinea,Cornus
Cornus sanguinea,Cornus sanguinea-type
Cornus sanguinea-type,Cornus sanguinea-type
Cornus subgen. Kraniopsis,Cornus sanguinea-type
Cornus suecica,Cornus suecica
Cornus mas,Cornus mas
Cornus suecica-type,Cornus mas-type
Cornus mas/C. suecica,Cornus mas-type
Cornus mas-type,Cornus mas-type
Elatine,Elatine
Elatine-type,Elatine
Medicago sativa,Medicago sativa-type
Medicago sativa ssp. falcata,Medicago sativa-type
Medicago sativa-type,Medicago sativa-type
Medicago-type,Medicago sativa-type
Medicago,Medicago sativa-type
Medicago falcata-type,Medicago sativa-type
Mercurialis,Mercurialis
Mercurialis undifferentiated,Mercurialis
Mercurialis-type,Mercurialis
Mercurialis cf. M. perennis,Mercurialis
Mercurialis cf. annua,Mercurialis
Mercurialis annua,Mercurialis annua
Mercurialis annua-type,Mercurialis annua
Mercurialis perennis,Mercurialis perennis-type
Mercurialis perennis-type,Mercurialis perennis-type
Mercurialis cf. ovata,Mercurialis perennis-type
Penthorum sedoides,Penthorum sedoides
Punica granatum,Punica granatum
Punica,Punica granatum
Orthilia cf. O. secunda,Orthilia
Orthilia,Orthilia
Styrax,Styrax
Capparis spinosa,Capparis
Capparis,Capparis
Gratiola officinalis,Gratiola officinalis
Soldanella,Soldanella
Soldanella pusilla,Soldanella
Capparaceae,Capparaceae
Symphoricarpos,Symphoricarpos
Datisca cannabina,Datisca cannabina
Datisca,Datisca cannabina
Ilex,Ilex
Ilex aquifolium,Ilex
Ilex aquifolium-type,Ilex
Ilex-type,Ilex
Linum,Linum
cf. Linum catharticum-type,Linum
Linum undifferentiated,Linum
Linum sp.,Linum
Linum catharticum,Linum catharticum
Linum catharticum-type,Linum catharticum-type
Linum maritimum-type,Linum catharticum-type
Linum flavum,Linum flavum
Linum tenuifolium-type,Linum tenuifolium
Linum tenuifolium,Linum tenuifolium
Linum cf. L. perenne ssp. anglicum,
Linum perenne ssp. anglicum,Linum perenne ssp. anglicum
Linum mucronatum-type,Linum mucronatum-type
Linum perenne,Linum austriacum-type
Linum austriacum-type,Linum austriacum-type
Linum alpinum-type,Linum austriacum-type
Linum cf. hirsutum/L. viscosum,Linum austriacum-type
Linum austriacum,Linum austriacum-type
Linum bienne-type,Linum usitatissimum/L. bienne
Linum usitatissimum,Linum usitatissimum/L. bienne
Linum usitatissimum-type,Linum usitatissimum/L. bienne
Linum usitatissimum/L. bienne,Linum usitatissimum/L. bienne
Rubus chamaemorus,Rubus chamaemorus
Rubus chamaemorus,Rubus chamaemorus
Viscum,Viscum
Viscum album,Viscum
Viscum album-type,Viscum
Viscum album s.l.,Viscum
Radiola,Radiola linoides
Radiola linoides,Radiola linoides
Geranium striate-type,Erodium
Geranium,Geranium
Geranium-type,Geranium
Geranium reticulate-type,Geranium
Geranium sylvaticum,Geranium pratense-type
Geranium pratense-type,Geranium pratense-type
Geranium sylvaticum-type,Geranium pratense-type
Geranium pratense-group,Geranium pratense-type
Geranium sanguineum,Geranium pratense-type
Geranium phaeum-type,Geranium phaeum-type
Geranium robertianum-type,Geranium robertianum-type
Geranium robertianum/G. rotundifolium,Geranium robertianum-type
Geranium pusillum-type,Geranium robertianum-type
Geraniaceae,Geraniaceae
Linaceae,Linaceae
Linaceae indeterminata,Linaceae
Carpobrotus,Carpobrotus
Ambrosia-type,Ambrosia/Xanthium
Ambrosia/Xanthium,Ambrosia/Xanthium
Xanthium-type,Ambrosia/Xanthium
Xanthium,Xanthium
Xanthium spinosum-type,Xanthium
Xanthium spinosum-type,Xanthium
Ambrosia,Ambrosia
Centaurea,Centaurea
cf. Centaurea cyanus,Centaurea
cf. Centaurea nigra-type,Centaurea
cf. Centaurea scabiosa-type,Centaurea
Centaurea-type,Centaurea
Centaurea undifferentiated,Centaurea
Centaurea jacea/C. scabiosa,Centaurea
Centaurea sp.,Centaurea
Centaurea jacea/C. scabiosa-type,Centaurea
Centaurea jacea-type,Centaurea nigra-type
Centaurea nigra,Centaurea nigra-type
Centaurea nigra-type,Centaurea nigra-type
Centaurea solstitialis-type,Centaurea nigra-type
Centaurea jacea,Centaurea nigra-type
Centaurea rhenana-type,Centaurea nigra-type
Centaurea solstitialis,Centaurea nigra-type
Centaurea rhenana,Centaurea nigra-type
Centaurea cf. C. kotschyana,Centaurea nigra-type
Centaurea debeauxii subsp. thuillieri,Centaurea nigra-type
Centaurea stoebe,Centaurea nigra-type
Acroptilon,Centaurea nigra-type
Centaurea cf. C. nigra-type,Centaurea nigra-type
Centaurea sphaerocephala,Centaurea nigra-type
Centaurea dealbata-type,Centaurea nigra-type
Rhaponticum scariosum,Centaurea nigra-type
Centaurea jacea/C. stoebe,Centaurea nigra-type
Centaurea jacea/C. nigra-type,Centaurea nigra-type
Centaurea nigra-type s.l.,Centaurea nigra-type
Centaurea nemecii-type,Centaurea nemecii-type
Compositae subfam. Asteroideae,Compositae subfam. Asteroideae
Compositae subfam. Asteroideae undifferentiated,Compositae subfam. Asteroideae
Aster/Achillea,Compositae subfam. Asteroideae
Centaurea/Serratula,Compositae subfam. Asteroideae
Achillea/Aster,Compositae subfam. Asteroideae
Atractylis-type,Compositae subfam. Asteroideae
Asteroideae,Compositae subfam. Asteroideae
Achillea/Aster-type,Compositae subfam. Asteroideae
Asteraceae Tubuliflorae,Compositae subfam. Asteroideae
Asteroideae p.p.,Compositae subfam. Asteroideae
Tubuliflorae,Compositae subfam. Asteroideae
Asteraceae asteroideae undifforma,Compositae subfam. Asteroideae
Compositae subfam. Asteroideae indeterminata,Compositae subfam. Asteroideae
Asteraceae-type,Compositae subfam. Asteroideae
Aster/Anthemis-type,Compositae subfam. Asteroideae
Tubuliflorae proliferum,Compositae subfam. Asteroideae
Atractylis cancellata,Atractylis cancellata
Atractylis,Atractylis
Achillea,Matricaria-type
Achillea-type,Matricaria-type
Anthemis-type,Matricaria-type
Matricaria,Matricaria-type
Matricaria-type,Matricaria-type
Anthemis,Matricaria-type
Tanacetum-type,Matricaria-type
Chrysanthemum-type,Matricaria-type
Chrysanthemum,Matricaria-type
Anthemis (small)-type,Matricaria-type
Anthemideae,Matricaria-type
Leucanthemum vulgare-type,Matricaria-type
Chrysanthemum alpinum,Matricaria-type
Achillea moschata,Matricaria-type
Achillea/Matricaria,Matricaria-type
Aster,Aster-type
Aster-type,Aster-type
Bellis-type,Aster-type
Eupatorium-type,Aster-type
Solidago,Aster-type
Bellis,Aster-type
Eupatorium,Aster-type
Bellidiastrum-type,Aster-type
Solidago virgaurea-type,Aster-type
Solidago virgaurea,Aster-type
Aster bellidiastrum,Aster-type
Eupatorium cannabis-type,Aster-type
Eupatorium cannabinum-type,Aster-type
Bidens,Bidens-type
Bidens-type,Bidens-type
Arnica montana,Bidens-type
Arnica,Bidens-type
Arnica-type,Bidens-type
Bidens sl.,Bidens-type
Senecio-type,Senecio-type
Solidago-type,Senecio-type
Senecio,Senecio-type
Senecio cf. S. congestus,Senecio-type
Adenostyles,Senecio-type
Buphthalmum,Senecio-type
Adenostyles-type,Senecio-type
Bellis/Senecio,Senecio-type
Antennaria-type,Antennaria-type
Antennaria,Antennaria-type
Filago-type,Gnaphalium-type
Gnaphalium,Gnaphalium-type
Gnaphalium-type,Gnaphalium-type
Evax,Gnaphalium-type
Erigeron,Gnaphalium-type
Pseudognaphalium luteo-alba-type,Gnaphalium-type
Gnaphalium supinum,Gnaphalium-type
Inula-type,Inula
Inula,Inula
Calendula,Calendula
Tussilago-type,Tussilago-type
Tussilago farfara,Tussilago-type
Petasites-type,Petasites
Petasites,Petasites
Helianthus-type,Helianthus-type
Homogyne-type,Homogyne-type
Homogyne,Homogyne-type
Homogyne alpina,Homogyne-type
Doronicum-type,Doronicum
Doronicum,Doronicum
Dipsacaceae,Dipsacaceae
Knautia/Succisa,Dipsacaceae
Dipsacaceae undifferentiated,Dipsacaceae
Dipsaceae indeterminata,Dipsacaceae
Knautia/Dipsacus,Dipsacaceae
Dipsacus,Dipsacus-type
Dipsacus-type,Dipsacus-type
Pterocephalus-type,Dipsacus-type
Cephalaria,Dipsacus-type
Dipsacus fullonum-type,Dipsacus fullonum-type
Dipsacus fullonum,Dipsacus fullonum-type
Knautia,Knautia
